13,17,1239.22666082
13,18,1245.81848639
13,19,1154.30233899
13,20,1051.69564973
13,21,1135.66779753
13,22,1470.24886729
13,23,1313.21213249
13,24,1371.09822841
13,25,1186.98599322
13,26,1092.33644776
13,27,1187.40255358
14,15,970.544736789
14,16,867.809708172
14,17,1020.49967903
14,18,886.45674302
14,19,1443.8243237
14,20,969.092032704
14,21,871.789395091
14,22,1008.34468335
14,23,821.30837797
14,24,945.787847814
14,25,1073.05780661
14,26,1172.76576279
14,27,1180.04259831
15,16,570.229489575
15,17,443.130968296
15,18,421.070683654
15,19,1176.62856959
15,20,799.09179315
15,21,719.05756928
15,22,1022.40199593
15,23,854.688236583
15,24,835.885259606
15,25,979.198254731
15,26,865.630201415
15,27,943.60347733
16,17,619.013582609
16,18,455.340950561
16,19,1181.61874069
16,20,857.665937853
16,21,624.167815782
16,22,1004.26144634
16,23,686.000234077
16,24,779.69208724
16,25,973.988565805
16,26,965.341708131
16,27,998.358778681
17,18,498.095096674
17,19,1239.09980332
17,20,878.231319476
17,21,738.608887414
17,22,1043.078541
17,23,947.947904437
17,24,962.904944156
17,25,1073.12877274
17,26,942.935933577
17,27,1030.73813073
18,19,1171.98197527
18,20,804.070871939
18,21,561.261431207
18,22,952.866119351
18,23,696.874633605
18,24,699.081542867
18,25,887.760427738
18,26,813.5546936
18,27,974.592760405
19,20,830.491098434
19,21,956.597821185
19,22,1531.32696152
19,23,1272.82696021
19,24,1356.72725491
19,25,1226.93916687
19,26,1113.03768322
19,27,1040.78411498
20,21,649.296035335
20,22,1116.8212053
20,23,882.873215687
20,24,920.330800332
20,25,809.602070701
20,26,854.774633341
20,27,831.235586444
21,22,943.448375069
21,23,770.59559271
21,24,827.4482347
21,25,893.231038421
21,26,868.687022067
21,27,872.820502137
22,23,1115.71623148
22,24,1105.23945426
22,25,1154.0858344
22,26,1133.38798004
22,27,1306.73008689
23,24,596.444928057
23,25,1007.30344624
23,26,1151.11496185
23,27,1016.63466953
24,25,1034.72468846
24,26,1141.96465743
24,27,1097.44182548
25,26,744.807262112
25,27,1121.08348177
26,27,1114.21344559
